告警ID,告警级别,告警名称,告警对象,对象类型,产生时间,清除时间,清除类型
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM01,虚拟机,2018/01/21 12:51:00 GMT+08:00,2018/01/21 12:52:00 GMT+08:00,正常清除
15.1005009,重要,数据存储异常,华为新云平台LUN0010003,数据存储,2018/01/20 07:57:07 GMT+08:00,2018/01/20 08:13:02 GMT+08:00,正常清除
15.1005009,重要,数据存储异常,华为新云平台LUN0010000,数据存储,2018/01/20 07:57:07 GMT+08:00,2018/01/20 08:13:59 GMT+08:00,正常清除
15.1005009,重要,数据存储异常,华为新云平台LUN0010001,数据存储,2018/01/20 07:57:02 GMT+08:00,2018/01/20 08:14:29 GMT+08:00,正常清除
15.1005009,重要,数据存储异常,华为新云平台LUN0010002,数据存储,2018/01/20 07:56:59 GMT+08:00,2018/01/20 08:14:19 GMT+08:00,正常清除
15.1005004,紧急,主机关联的数据存储异常,CNA10,主机,2018/01/20 07:56:55 GMT+08:00,2018/01/20 08:15:02 GMT+08:00,正常清除
15.1005004,紧急,主机关联的数据存储异常,CNA09,主机,2018/01/20 07:56:52 GMT+08:00,2018/01/20 08:14:57 GMT+08:00,正常清除
15.1005004,紧急,主机关联的数据存储异常,CNA05,主机,2018/01/20 07:56:50 GMT+08:00,2018/01/20 08:15:11 GMT+08:00,正常清除
15.1005004,紧急,主机关联的数据存储异常,CNA04,主机,2018/01/20 07:56:38 GMT+08:00,2018/01/20 08:15:04 GMT+08:00,正常清除
15.1005004,紧急,主机关联的数据存储异常,CNA002,主机,2018/01/20 07:56:37 GMT+08:00,2018/01/20 08:14:51 GMT+08:00,正常清除
15.1005004,紧急,主机关联的数据存储异常,CNA03,主机,2018/01/20 07:56:31 GMT+08:00,2018/01/20 08:14:49 GMT+08:00,正常清除
15.1005004,紧急,主机关联的数据存储异常,CNA08,主机,2018/01/20 07:56:22 GMT+08:00,2018/01/20 08:14:36 GMT+08:00,正常清除
15.1005004,紧急,主机关联的数据存储异常,CNA07,主机,2018/01/20 07:56:22 GMT+08:00,2018/01/20 08:14:18 GMT+08:00,正常清除
15.1005004,紧急,主机关联的数据存储异常,CNA001,主机,2018/01/20 07:55:57 GMT+08:00,2018/01/20 08:13:57 GMT+08:00,正常清除
15.1005007,提示,数据存储I/O响应时延超过阈值,CNA05,主机,2018/01/20 07:41:55 GMT+08:00,2018/01/20 07:42:56 GMT+08:00,正常清除
15.1005004,紧急,主机关联的数据存储异常,CNA06,主机,2018/01/19 23:55:16 GMT+08:00,2018/01/20 00:13:26 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA05,主机,2018/01/19 00:19:30 GMT+08:00,2018/01/19 00:23:00 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA05,主机,2018/01/19 00:18:00 GMT+08:00,2018/01/19 00:18:30 GMT+08:00,正常清除
15.1006001,重要,网口自协商速率没有达到服务器网口的最大速率,CNA05,主机,2018/01/19 00:14:06 GMT+08:00,2018/01/19 00:14:32 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA05,主机,2018/01/19 00:10:59 GMT+08:00,2018/01/19 00:12:00 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA05,主机,2018/01/19 00:08:59 GMT+08:00,2018/01/19 00:09:29 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA05,主机,2018/01/19 00:07:59 GMT+08:00,2018/01/19 00:08:29 GMT+08:00,正常清除
15.1004009,紧急,虚拟机HA时，资源不足导致启动失败,superFM01,虚拟机,2018/01/18 19:39:21 GMT+08:00,2018/01/18 19:42:24 GMT+08:00,正常清除
15.1004009,紧急,虚拟机HA时，资源不足导致启动失败,VRM01,虚拟机,2018/01/18 19:39:21 GMT+08:00,2018/01/18 19:42:24 GMT+08:00,正常清除
15.1007027,紧急,VRM主备节点数据库同步异常,VRM02,VRM节点,2018/01/18 19:32:22 GMT+08:00,2018/01/18 19:44:01 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA001,主机,2018/01/18 19:30:40 GMT+08:00,2018/01/18 19:41:47 GMT+08:00,正常清除
15.1002000,紧急,VRM主备间节点心跳故障,VRM02,VRM节点,2018/01/18 19:30:23 GMT+08:00,2018/01/18 19:43:03 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA08,主机,2018/01/18 19:21:22 GMT+08:00,2018/01/18 19:25:52 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA05,主机,2018/01/18 18:48:25 GMT+08:00,2018/01/18 18:48:55 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA002,主机,2018/01/18 18:45:31 GMT+08:00,2018/01/18 18:47:32 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA03,主机,2018/01/18 18:44:29 GMT+08:00,2018/01/18 18:45:29 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA002,主机,2018/01/18 18:43:31 GMT+08:00,2018/01/18 18:44:01 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM01,虚拟机,2018/01/18 02:02:00 GMT+08:00,2018/01/18 02:03:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM01,虚拟机,2018/01/16 22:50:00 GMT+08:00,2018/01/16 22:51:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM01,虚拟机,2018/01/16 18:41:00 GMT+08:00,2018/01/16 18:42:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM01,虚拟机,2018/01/16 14:05:00 GMT+08:00,2018/01/16 14:06:00 GMT+08:00,正常清除
15.1000102,次要,虚拟机内存占用率超过阈值,superFM02,虚拟机,2018/01/16 08:53:00 GMT+08:00,2018/01/25 02:01:00 GMT+08:00,正常清除
15.1005009,重要,数据存储异常,autoDS_CNA001,数据存储,2018/01/16 02:00:55 GMT+08:00,2018/01/16 02:01:01 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA001,主机,2018/01/16 01:52:27 GMT+08:00,2018/01/16 02:01:12 GMT+08:00,正常清除
15.1007027,紧急,VRM主备节点数据库同步异常,VRM02,VRM节点,2018/01/16 01:52:23 GMT+08:00,2018/01/16 02:04:01 GMT+08:00,正常清除
15.1002000,紧急,VRM主备间节点心跳故障,VRM02,VRM节点,2018/01/16 01:50:18 GMT+08:00,2018/01/16 02:03:15 GMT+08:00,正常清除
15.1007021,重要,备节点数据库异常,VRM02,VRM节点,2018/01/16 01:40:02 GMT+08:00,2018/01/16 01:42:01 GMT+08:00,正常清除
15.1007027,紧急,VRM主备节点数据库同步异常,VRM01,VRM节点,2018/01/16 01:30:23 GMT+08:00,2018/01/16 01:40:01 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA002,主机,2018/01/16 01:28:26 GMT+08:00,2018/01/16 01:37:02 GMT+08:00,正常清除
15.1002000,紧急,VRM主备间节点心跳故障,VRM01,VRM节点,2018/01/16 01:28:10 GMT+08:00,2018/01/16 01:38:57 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA10,主机,2018/01/16 00:43:55 GMT+08:00,2018/01/16 00:52:14 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA09,主机,2018/01/16 00:41:04 GMT+08:00,2018/01/16 00:49:13 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA08,主机,2018/01/16 00:40:55 GMT+08:00,2018/01/16 00:49:01 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA07,主机,2018/01/16 00:40:45 GMT+08:00,2018/01/16 00:49:07 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA06,主机,2018/01/16 00:40:39 GMT+08:00,2018/01/16 00:50:26 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA05,主机,2018/01/16 00:40:27 GMT+08:00,2018/01/16 00:48:49 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA04,主机,2018/01/16 00:40:15 GMT+08:00,2018/01/16 00:48:31 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2018/01/16 00:40:03 GMT+08:00,2018/01/16 00:48:13 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/16 00:40:00 GMT+08:00,2018/01/16 00:41:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/11 18:33:00 GMT+08:00,2018/01/11 18:34:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/11 01:05:00 GMT+08:00,2018/01/11 01:06:00 GMT+08:00,正常清除
15.1006001,重要,网口自协商速率没有达到服务器网口的最大速率,CNA05,主机,2018/01/10 22:58:48 GMT+08:00,2018/01/10 22:59:15 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/09 18:20:00 GMT+08:00,2018/01/09 18:21:00 GMT+08:00,正常清除
15.1005005,重要,主机光纤通道中断,CNA05,主机,2018/01/09 08:30:41 GMT+08:00,2018/01/16 00:49:25 GMT+08:00,正常清除
15.1005005,重要,主机光纤通道中断,CNA002,主机,2018/01/09 08:30:33 GMT+08:00,2018/01/16 01:37:27 GMT+08:00,正常清除
15.1005005,重要,主机光纤通道中断,CNA09,主机,2018/01/09 08:30:30 GMT+08:00,2018/01/16 00:49:44 GMT+08:00,正常清除
15.1005005,重要,主机光纤通道中断,CNA10,主机,2018/01/09 08:30:29 GMT+08:00,2018/01/16 00:52:49 GMT+08:00,正常清除
15.1005005,重要,主机光纤通道中断,CNA04,主机,2018/01/09 08:30:28 GMT+08:00,2018/01/16 00:48:57 GMT+08:00,正常清除
15.1005005,重要,主机光纤通道中断,CNA03,主机,2018/01/09 08:30:14 GMT+08:00,2018/01/16 00:48:31 GMT+08:00,正常清除
15.1005005,重要,主机光纤通道中断,CNA07,主机,2018/01/09 08:30:08 GMT+08:00,2018/01/16 00:49:10 GMT+08:00,正常清除
15.1005005,重要,主机光纤通道中断,CNA001,主机,2018/01/09 08:30:08 GMT+08:00,2018/01/16 02:00:33 GMT+08:00,正常清除
15.1005005,重要,主机光纤通道中断,CNA08,主机,2018/01/09 08:30:00 GMT+08:00,2018/01/16 00:49:10 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/09 06:23:00 GMT+08:00,2018/01/09 06:24:00 GMT+08:00,正常清除
15.1005005,重要,主机光纤通道中断,CNA06,主机,2018/01/09 00:28:57 GMT+08:00,2018/01/15 16:49:24 GMT+08:00,正常清除
15.1000101,次要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/08 03:17:00 GMT+08:00,2018/01/08 03:18:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/07 08:02:00 GMT+08:00,2018/01/07 08:03:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/07 05:17:00 GMT+08:00,2018/01/07 05:18:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/07 02:32:00 GMT+08:00,2018/01/07 02:33:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/06 09:59:00 GMT+08:00,2018/01/06 10:00:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/05 15:35:00 GMT+08:00,2018/01/05 15:36:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/04 19:23:00 GMT+08:00,2018/01/04 19:24:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/04 13:53:00 GMT+08:00,2018/01/04 13:54:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/04 08:50:00 GMT+08:00,2018/01/04 08:51:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/04 06:05:00 GMT+08:00,2018/01/04 06:06:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/04 03:47:00 GMT+08:00,2018/01/04 03:48:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/04 01:29:00 GMT+08:00,2018/01/04 01:30:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/03 23:11:00 GMT+08:00,2018/01/03 23:12:00 GMT+08:00,正常清除
15.1000101,重要,虚拟机CPU占用率超过阈值,superFM02,虚拟机,2018/01/03 20:53:00 GMT+08:00,2018/01/03 20:54:00 GMT+08:00,正常清除
15.1000102,次要,虚拟机内存占用率超过阈值,superFM01,虚拟机,2017/12/21 13:08:00 GMT+08:00,2017/12/31 03:33:00 GMT+08:00,正常清除
15.1005007,提示,数据存储I/O响应时延超过阈值,CNA001,主机,2017/12/20 23:16:33 GMT+08:00,2017/12/20 23:18:33 GMT+08:00,正常清除
15.1005007,提示,数据存储I/O响应时延超过阈值,CNA002,主机,2017/12/20 23:08:53 GMT+08:00,2017/12/20 23:18:53 GMT+08:00,正常清除
15.1005007,提示,数据存储I/O响应时延超过阈值,CNA001,主机,2017/12/20 23:08:32 GMT+08:00,2017/12/20 23:11:32 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA002,主机,2017/12/20 22:53:17 GMT+08:00,2018/01/10 22:56:53 GMT+08:00,正常清除
15.1005009,重要,数据存储异常,autoDS_CNA002,数据存储,2017/12/20 22:52:50 GMT+08:00,2017/12/20 22:52:56 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 12:48:22 GMT+08:00,2017/12/20 12:48:28 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 12:45:01 GMT+08:00,2017/12/20 12:45:04 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 12:38:13 GMT+08:00,2017/12/20 12:38:19 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 11:57:43 GMT+08:00,2017/12/20 11:57:49 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 11:03:41 GMT+08:00,2017/12/20 11:04:02 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 09:15:37 GMT+08:00,2017/12/20 09:15:43 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 05:39:29 GMT+08:00,2017/12/20 05:39:32 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 03:35:38 GMT+08:00,2017/12/20 03:35:57 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 03:23:35 GMT+08:00,2017/12/20 03:23:44 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 03:11:28 GMT+08:00,2017/12/20 03:11:40 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA001,主机,2017/12/20 03:08:19 GMT+08:00,2018/01/18 18:44:14 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA10,主机,2017/12/20 03:07:39 GMT+08:00,2018/01/10 22:56:49 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA09,主机,2017/12/20 03:07:01 GMT+08:00,2018/01/10 22:56:47 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA08,主机,2017/12/20 03:05:58 GMT+08:00,2018/01/10 22:56:51 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA07,主机,2017/12/20 03:05:40 GMT+08:00,2018/01/10 22:56:58 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA06,主机,2017/12/20 03:04:41 GMT+08:00,2018/01/10 22:58:09 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA05,主机,2017/12/20 03:03:36 GMT+08:00,2018/01/10 22:56:21 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 02:59:27 GMT+08:00,2017/12/20 02:59:45 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA04,主机,2017/12/20 02:55:07 GMT+08:00,2018/01/10 22:57:21 GMT+08:00,正常清除
15.1000204,紧急,主机网口状态异常,CNA03,主机,2017/12/20 02:50:53 GMT+08:00,2018/01/10 22:58:48 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 02:47:17 GMT+08:00,2017/12/20 02:47:23 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 02:22:54 GMT+08:00,2017/12/20 02:23:12 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 02:10:50 GMT+08:00,2017/12/20 02:11:05 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 01:58:46 GMT+08:00,2017/12/20 01:58:55 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 01:46:39 GMT+08:00,2017/12/20 01:46:51 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 01:34:38 GMT+08:00,2017/12/20 01:34:44 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 01:22:31 GMT+08:00,2017/12/20 01:22:49 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 01:10:27 GMT+08:00,2017/12/20 01:10:45 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 00:58:23 GMT+08:00,2017/12/20 00:58:41 GMT+08:00,正常清除
15.1002000,紧急,VRM主备间节点心跳故障,VRM02,VRM节点,2017/12/20 00:39:23 GMT+08:00,2017/12/20 00:39:27 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 00:34:15 GMT+08:00,2017/12/20 00:34:21 GMT+08:00,正常清除
15.1007027,紧急,VRM主备节点数据库同步异常,VRM01,VRM节点,2017/12/20 00:32:22 GMT+08:00,2017/12/20 00:40:02 GMT+08:00,正常清除
15.1002000,紧急,VRM主备间节点心跳故障,VRM01,VRM节点,2017/12/20 00:29:20 GMT+08:00,2017/12/20 00:39:19 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 00:22:08 GMT+08:00,2017/12/20 00:22:14 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/20 00:10:07 GMT+08:00,2017/12/20 00:10:10 GMT+08:00,正常清除
15.1006008,提示,主机管理接口未配置网络冗余,CNA06,主机,2017/12/20 00:05:00 GMT+08:00,2017/12/20 03:05:00 GMT+08:00,正常清除
15.1006008,提示,主机管理接口未配置网络冗余,CNA10,主机,2017/12/20 00:05:00 GMT+08:00,2017/12/20 04:05:00 GMT+08:00,正常清除
15.1006008,提示,主机管理接口未配置网络冗余,CNA09,主机,2017/12/20 00:05:00 GMT+08:00,2017/12/20 04:05:00 GMT+08:00,正常清除
15.1006008,提示,主机管理接口未配置网络冗余,CNA08,主机,2017/12/20 00:05:00 GMT+08:00,2017/12/20 04:05:00 GMT+08:00,正常清除
15.1006008,提示,主机管理接口未配置网络冗余,CNA07,主机,2017/12/20 00:05:00 GMT+08:00,2017/12/20 04:05:00 GMT+08:00,正常清除
15.1006008,提示,主机管理接口未配置网络冗余,CNA05,主机,2017/12/20 00:05:00 GMT+08:00,2017/12/20 03:05:00 GMT+08:00,正常清除
15.1006008,提示,主机管理接口未配置网络冗余,CNA04,主机,2017/12/20 00:05:00 GMT+08:00,2017/12/20 03:05:00 GMT+08:00,正常清除
15.1006008,提示,主机管理接口未配置网络冗余,CNA03,主机,2017/12/20 00:05:00 GMT+08:00,2017/12/20 03:05:00 GMT+08:00,正常清除
15.1002000,紧急,VRM主备间节点心跳故障,VRM02,VRM节点,2017/12/19 23:58:34 GMT+08:00,2017/12/19 23:58:39 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/19 23:58:00 GMT+08:00,2017/12/19 23:58:03 GMT+08:00,正常清除
15.1007027,紧急,VRM主备节点数据库同步异常,VRM01,VRM节点,2017/12/19 23:50:22 GMT+08:00,2017/12/20 00:00:01 GMT+08:00,正常清除
15.1002000,紧急,VRM主备间节点心跳故障,VRM01,VRM节点,2017/12/19 23:48:32 GMT+08:00,2017/12/19 23:58:30 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/19 23:45:56 GMT+08:00,2017/12/19 23:46:11 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA03,主机,2017/12/19 23:33:51 GMT+08:00,2017/12/19 23:34:15 GMT+08:00,正常清除
15.1006001,重要,网口自协商速率没有达到服务器网口的最大速率,CNA10,主机,2017/12/19 23:32:20 GMT+08:00,2017/12/19 23:32:44 GMT+08:00,正常清除
15.1006001,重要,网口自协商速率没有达到服务器网口的最大速率,CNA07,主机,2017/12/19 23:27:24 GMT+08:00,2017/12/19 23:27:58 GMT+08:00,正常清除
15.1006001,重要,网口自协商速率没有达到服务器网口的最大速率,CNA05,主机,2017/12/19 23:26:03 GMT+08:00,2017/12/19 23:26:28 GMT+08:00,正常清除
15.1006008,提示,主机管理接口未配置网络冗余,CNA002,主机,2017/12/19 23:05:00 GMT+08:00,2017/12/20 04:05:00 GMT+08:00,正常清除
15.1006008,提示,主机管理接口未配置网络冗余,CNA001,主机,2017/12/19 23:05:00 GMT+08:00,2017/12/20 04:05:00 GMT+08:00,正常清除
15.1004009,紧急,虚拟机HA时，资源不足导致启动失败,VRM02,虚拟机,2017/12/19 23:00:57 GMT+08:00,2017/12/20 22:52:53 GMT+08:00,正常清除
15.1007019,重要,VRM未配置NTP时钟源,VRM02,VRM节点,2017/12/19 22:55:01 GMT+08:00,2018/02/05 16:50:04 GMT+08:00,正常清除
15.1001005,紧急,未加载license,site-license,站点,2017/12/19 22:54:44 GMT+08:00,2018/03/02 17:32:17 GMT+08:00,正常清除
15.1007027,紧急,VRM主备节点数据库同步异常,VRM01,VRM节点,2017/12/19 22:52:22 GMT+08:00,2017/12/19 22:54:01 GMT+08:00,正常清除
10.1000027,紧急,主机与VRM心跳异常,CNA002,主机,2017/12/19 22:52:17 GMT+08:00,2017/12/20 22:52:52 GMT+08:00,正常清除
15.1002000,紧急,VRM主备间节点心跳故障,VRM01,VRM节点,2017/12/19 22:50:08 GMT+08:00,2017/12/19 22:51:57 GMT+08:00,正常清除
15.1007019,重要,VRM未配置NTP时钟源,VRM01,VRM节点,2017/12/19 22:50:01 GMT+08:00,2018/02/05 16:55:02 GMT+08:00,正常清除
15.1007018,重要,主机未配置NTP时钟源,CNA002,主机,2017/12/19 21:10:02 GMT+08:00,2018/02/05 16:50:02 GMT+08:00,正常清除
15.1007018,重要,主机未配置NTP时钟源,CNA001,主机,2017/12/19 21:10:02 GMT+08:00,2018/02/05 16:50:02 GMT+08:00,正常清除
15.1007018,重要,主机未配置NTP时钟源,未受控对象,主机,2017/12/19 15:15:02 GMT+08:00,2017/12/19 15:20:02 GMT+08:00,正常清除
15.1006000,紧急,虚拟机发生反复重启故障,未受控对象,虚拟机,2018/04/20 15:01:54 GMT+08:00,2018/04/20 15:02:57 GMT+08:00,手动清除
